label,map,recip_rank,ndcg_cut_10,ndcg_cut_100
BM25 retrieval only,0.2873853196818658,0.7628395061728395,0.4399427421342221,0.47763304430792397
E5 dense only,0.37382960602771526,0.9074318542965407,0.5773690930770323,0.5549014065130851
E5 + Rocchio (k=3),0.4228296975270578,0.9385185185185185,0.6189365991955595,0.583244280713818
E5 + Rocchio (k=5),0.42722036527585916,0.9285185185185185,0.6238716390528832,0.5862523379097534
